master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment
b10cb196-4e74-11ea-99ba-000d3a38a36f,108,7.0,577.9300000000001,3,5,3,35,loyal_customers
71d5b5e4-a8e9-11e9-a2fc-000d3a38a36f,121,9.0,650.52,3,5,3,35,loyal_customers
520c1728-a5cc-11e9-a2fc-000d3a38a36f,100,7.0,1234.53,3,5,5,35,loyal_customers
7bbf29ea-a7f5-11e9-a2fc-000d3a38a36f,115,10.0,1160.83,3,5,5,35,loyal_customers
adc12d0e-a8b2-11e9-a2fc-000d3a38a36f,86,11.0,1016.92,3,5,4,35,loyal_customers
94be37e0-aa72-11e9-a2fc-000d3a38a36f,96,13.0,1270.3899999999999,3,5,5,35,loyal_customers
4419930e-a539-11e9-a2fc-000d3a38a36f,132,7.0,590.4300000000001,3,5,3,35,loyal_customers
482d6370-a74c-11e9-a2fc-000d3a38a36f,122,10.0,1735.46,3,5,5,35,loyal_customers
53669f58-49c7-11eb-806e-000d3a38a36f,85,12.0,2134.6800000000003,3,5,5,35,loyal_customers
d4cb135a-ad22-11e9-a2fc-000d3a38a36f,84,6.0,687.55,3,4,4,34,loyal_customers
05af90dc-9daa-11e9-9897-000d3a38a36f,119,7.0,546.1800000000001,3,4,3,34,loyal_customers
77138e02-b044-11e9-9757-000d3a38a36f,124,5.0,939.94,3,4,4,34,loyal_customers
6804e0ca-2234-11ea-8523-000d3a38a36f,86,5.0,890.82,3,4,4,34,loyal_customers
f9f8105e-9f32-11e9-9897-000d3a38a36f,95,4.0,417.87,3,4,2,34,loyal_customers
3e3cc548-a942-11e9-a2fc-000d3a38a36f,91,6.0,1074.6200000000001,3,4,5,34,loyal_customers
c43a3fde-afca-11e9-9757-000d3a38a36f,120,5.0,785.85,3,4,4,34,loyal_customers
afcfde5c-a7a3-11e9-a2fc-000d3a38a36f,98,6.0,566.0,3,4,3,34,loyal_customers
a30b93f8-a4fd-11e9-a2fc-000d3a38a36f,145,6.0,716.9300000000001,3,4,4,34,loyal_customers
45ee21b0-60c6-11ea-8dd8-000d3a38a36f,120,5.0,807.58,3,4,4,34,loyal_customers
d6c061b8-260a-11ea-8e1c-000d3a38a36f,143,6.0,967.3000000000001,3,4,4,34,loyal_customers
723b9146-9f77-11e9-a2fc-000d3a38a36f,117,6.0,670.4,3,4,4,34,loyal_customers
d2e3a3de-afe5-11e9-9757-000d3a38a36f,92,6.0,783.13,3,4,4,34,loyal_customers
ebd7b7de-f6a9-11ea-a533-000d3a38a36f,95,6.0,490.74,3,4,3,34,loyal_customers
6a7aceaa-f35e-11e9-9346-000d3a38a36f,125,5.0,705.33,3,4,4,34,loyal_customers
f3a983d0-abdb-11e9-a2fc-000d3a38a36f,132,6.0,421.90999999999997,3,4,2,34,loyal_customers
5c0c1e28-3972-11ea-85d6-000d3a38a36f,96,6.0,758.8199999999999,3,4,4,34,loyal_customers
ba5e5490-aec7-11e9-a2fc-000d3a38a36f,84,5.0,809.81,3,4,4,34,loyal_customers
dfd43994-b1b3-11e9-89fa-000d3a38a36f,105,6.0,601.44,3,4,3,34,loyal_customers
e42a05aa-29e0-11ea-87cc-000d3a38a36f,123,5.0,1798.1200000000001,3,4,5,34,loyal_customers
6731d65c-ad82-11e9-a2fc-000d3a38a36f,140,6.0,886.9200000000001,3,4,4,34,loyal_customers
e8d1199c-fbdf-11e9-b138-000d3a38a36f,113,5.0,634.9,3,4,3,34,loyal_customers
30450770-b144-11e9-9757-000d3a38a36f,103,6.0,688.79,3,4,4,34,loyal_customers
32a2ea58-47a0-11ea-b6c0-000d3a38a36f,145,6.0,649.9100000000001,3,4,3,34,loyal_customers
72310a9e-408c-11ea-9be8-000d3a38a36f,106,5.0,479.95,3,4,3,34,loyal_customers
642607c4-b045-11e9-9757-000d3a38a36f,124,5.0,581.95,3,4,3,34,loyal_customers
a091f16a-a43c-11e9-a2fc-000d3a38a36f,135,5.0,773.2,3,4,4,34,loyal_customers
f6a05fc0-afb2-11e9-9757-000d3a38a36f,123,6.0,362.94,3,4,2,34,loyal_customers
06d644c8-a166-11e9-a2fc-000d3a38a36f,129,6.0,639.94,3,4,3,34,loyal_customers
d357f0ba-ad18-11e9-a2fc-000d3a38a36f,85,6.0,524.15,3,4,3,34,loyal_customers
b2926d04-b12f-11e9-9757-000d3a38a36f,124,5.0,944.9300000000001,3,4,4,34,loyal_customers
95706470-1e38-11eb-8d74-000d3a38a36f,136,5.0,1604.25,3,4,5,34,loyal_customers
896c1534-a50d-11e9-a2fc-000d3a38a36f,116,6.0,554.9300000000001,3,4,3,34,loyal_customers
3bc2abda-9f8c-11e9-a2fc-000d3a38a36f,132,5.0,414.36,3,4,2,34,loyal_customers
36f78dcc-f13b-11e9-9346-000d3a38a36f,122,6.0,396.93,3,4,2,34,loyal_customers
a30bcc4e-ae74-11e9-a2fc-000d3a38a36f,110,6.0,676.4100000000001,3,4,4,34,loyal_customers
5706111e-ab69-11e9-a2fc-000d3a38a36f,120,5.0,549.92,3,4,3,34,loyal_customers
81bd47a0-7e96-11ea-80af-000d3a38a36f,96,6.0,365.94,3,4,2,34,loyal_customers
4fcfbc1e-1884-11ea-9213-000d3a38a36f,109,5.0,727.96,3,4,4,34,loyal_customers
b1b9c92e-5b3c-11ea-8c74-000d3a38a36f,110,6.0,565.9200000000001,3,4,3,34,loyal_customers
2e145178-a806-11e9-a2fc-000d3a38a36f,97,6.0,788.9699999999999,3,4,4,34,loyal_customers
dff1e0e2-2207-11ea-ba6f-000d3a38a36f,137,5.0,735.92,3,4,4,34,loyal_customers
d85d96ea-5e2a-11eb-8dbd-000d3a38a36f,117,5.0,529.5799999999999,3,4,3,34,loyal_customers
1aea3726-f88c-11e9-b138-000d3a38a36f,135,5.0,663.91,3,4,4,34,loyal_customers
84c2ad42-aea2-11e9-a2fc-000d3a38a36f,103,6.0,828.81,3,4,4,34,loyal_customers
61b39188-ad65-11e9-a2fc-000d3a38a36f,130,6.0,530.64,3,4,3,34,loyal_customers
d4e7b5c8-b209-11e9-89fa-000d3a38a36f,106,6.0,615.9,3,4,3,34,loyal_customers
95114b54-b05a-11e9-9757-000d3a38a36f,100,5.0,794.77,3,4,4,34,loyal_customers
f90e498e-1a2e-11ea-941b-000d3a38a36f,124,4.0,819.9300000000001,3,4,4,34,loyal_customers
d186774a-b095-11e9-9757-000d3a38a36f,117,6.0,1807.09,3,4,5,34,loyal_customers
c1c09aca-edf8-11e9-9346-000d3a38a36f,97,5.0,1037.88,3,4,5,34,loyal_customers
1076e198-af9b-11e9-a2fc-000d3a38a36f,98,5.0,297.96,3,4,1,34,loyal_customers
3adfc65a-44df-11ea-acaf-000d3a38a36f,85,6.0,584.77,3,4,3,34,loyal_customers
5e33f644-a714-11e9-a2fc-000d3a38a36f,136,5.0,458.19,3,4,3,34,loyal_customers
ce9736dc-a528-11e9-a2fc-000d3a38a36f,134,6.0,570.95,3,4,3,34,loyal_customers
08b5c3b2-6377-11ea-a6dc-000d3a38a36f,135,5.0,382.39,3,4,2,34,loyal_customers
01eb8378-ae96-11e9-a2fc-000d3a38a36f,138,6.0,500.65999999999997,3,4,3,34,loyal_customers
cc294636-19f0-11eb-8d74-000d3a38a36f,95,5.0,939.37,3,4,4,34,loyal_customers
